Abbau|NN	-0.058	Abbaus,Abbaues,Abbauen,Abbaue
vergammelt|VVINF	-0.0048	vergammelteres,vergammelterer,vergammeltste,vergammelterem,vergammeltst,vergammelteren,vergammeltstem,vergammeltsten,vergammelten,vergammelte,vergammeltem,vergammeltere,vergammeltes,vergammeltster,vergammelter,vergammeltstes
vergeblich|ADJX	-0.0048	vergeblichstem,vergeblichsten,vergeblichem,vergeblichere,vergeblichen,vergebliches,vergeblicher,vergebliche,vergeblichste,vergeblichster,vergeblichstes,vergeblicherer,vergeblicheres,vergeblicherem,vergeblichst,vergeblicheren
vergelten|VVINF	-0.0048
vergeuden|VVINF	-0.1836	vergeudete,vergeude,vergeudtet,vergeudeten,vergeudtest,vergeudetet,vergeud,vergeudet,vergeudte,vergeudetest,vergeudten,vergeudest
vergewaltigen|VVINF	-0.0048	vergewaltige,vergewaltigtest,vergewaltigtet,vergewaltigt,vergewaltigten,vergewaltigte,vergewaltigest,vergewaltiget,vergewaltig,vergewaltigst
verharmlosen|VVINF	-0.049	verharmlosten,verharmlos,verharmlost,verharmloset,verharmlose,verharmlostest,verharmlosest,verharmlostet,verharmloste
verhasst|ADJX	-0.0048	verhassteres,verhasstester,verhassterer,verhasstem,verhassten,verhasstes,verhasstestes,verhasster,verhasstestem,verhasstesten,verhasstere,verhassteste,verhassteren,verhasste,verhassterem,verhasstest
verheeren|VVINF	-0.0048	verheern,verheerten,verheertest,verheertet,verheerst,verheert,verheerte,verheere,verheer
verheerend|ADJX	-0.478	verheerendstes,verheerendster,verheerendere,verheerenderes,verheerendsten,verheerenderer,verheerendem,verheerenden,verheerendst,verheerenderen,verheerendstem,verheerender,verheerendes,verheerenderem,verheerendste,verheerende
verherrlichen|VVINF	-0.0048	verherrlichet,verherrlichten,verherrlichte,verherrlichst,verherrlichest,verherrliche,verherrlicht,verherrlichtest,verherrlich,verherrlichtet
verhängnisvoll|ADJX	-0.333
verhöhnen|VVINF	-0.0048	verhöhntest,verhöhnet,verhöhntet,verhöhnte,verhöhnst,verhöhne,verhöhn,verhöhnest,verhöhnt,verhöhnten
verirren|VVINF	-0.0498	verirrt,verirrtet,verirr,verirrst,verirre,verirrte,verirrten,verirrest,verirrtest,verirret
verkehrswidrig|ADJX	-0.0048	verkehrswidrigste,verkehrswidrigster,verkehrswidrigstes,verkehrswidrigsten,verkehrswidrigerem,verkehrswidrigst,verkehrswidrigstem,verkehrswidrigere,verkehrswidriger,verkehrswidrigeren,verkehrswidrigen,verkehrswidrigerer,verkehrswidrigem,verkehrswidrigeres,verkehrswidrige,verkehrswidriges
verkleinern|VVINF	-0.0048	verkleinerten,verkleiner,verkleinere,verkleinert,verkleinertet,verkleinerte,verkleinertest,verkleinerst,verkleineren
verkrüppeln|VVINF	-0.0048
verlangsamen|VVINF	-0.0048	verlangsamst,verlangsamte,verlangsamtet,verlangsamt,verlangsamet,verlangsamest,verlangsame,verlangsamten,verlangsam,verlangsamtest
verletzbar|ADJX	-0.0048	verletzbarerem,verletzbareren,verletzbare,verletzbarster,verletzbarste,verletzbareres,verletzbarsten,verletzbarerer,verletzbarstem,verletzbarstes,verletzbarst,verletzbarere,verletzbaren,verletzbarem,verletzbarer,verletzbares
verletzen|VVINF	-0.3615	verletzte,verletze,verletz,verletzt,verletzten,verletzest,verletzet,verletztest,verletztet
verletzlich|ADJX	-0.0487	verletzlicherer,verletzlichste,verletzlicheres,verletzlichstes,verletzlichster,verletzliche,verletzlicheren,verletzlicherem,verletzlichen,verletzlichem,verletzliches,verletzlicher,verletzlichere,verletzlichst,verletzlichstem,verletzlichsten
verletzt|ADJX	-0.5202	verletzterem,verletzteste,verletztestem,verletztesten,verletzteren,verletzteres,verletztere,verletzterer,verletztester,verletztestes,verletzte,verletztem,verletzten,verletzter,verletztes,verletztest
verleumden|VVINF	-0.4473	verleumdten,verleumde,verleumdet,verleumdte,verleumdetet,verleumdetest,verleumdtest,verleumdeten,verleumdest,verleumd,verleumdtet,verleumdete
verlieren|VVINF	-0.393
verlogen|ADJX	-0.3355	verlogensten,verlogenerer,verlogeneres,verlogenes,verlogner,verlogeneren,verlogenste,verlogenstem,verlogenst,verlogenen,verlogenem,verlogenster,verlogenstes,verlogener,verlogneres,verlogene,verlogenere,verlogneren,verlognerem,verlognerer,verlogenerem,verlognere
vermeiden|VVINF	-0.5265
vermindern|VVINF	-0.0048	vermindere,vermindert,vermindertet,verminderten,verminderen,verminder,verminderte,vermindertest,verminderst
vernichten|VVINF	-0.4902	vernichttet,vernichtte,vernichtest,vernichtete,vernichtetest,vernichttest,vernichtet,vernicht,vernichteten,vernichtetet,vernichte,vernichtten
vernichtend|ADJX	-0.0048
verraten|VVINF	-0.2087
verringern|VVINF	-0.3537
verrucht|ADJX	-0.1714	verruchtesten,verruchtestem,verruchtester,verruchtestes,verruchterem,verruchteren,verruchte,verruchtest,verruchteste,verruchteres,verruchterer,verruchtes,verruchter,verruchtem,verruchtere,verruchten
verräterisch|ADJX	-0.311	verräterischsten,verräterischstem,verräterischste,verräterischstes,verräterischst,verräterischster,verräterischere,verräterischem,verräterischerem,verräterische,verräterischeren,verräterischeres,verräterischen,verräterischerer,verräterischer,verräterisches
verrückt|VVINF	-0.0337	verrückten,verrücktestes,verrücktester,verrückter,verrücktes,verrücktest,verrücktesten,verrückteste,verrückte,verrücktem,verrückterer,verrückteres,verrücktestem,verrückteren,verrückterem,verrücktere
verschimmelt|ADJX	-0.0048
verschlechtern|VVINF	-0.0048
verschleppen|VVINF	-0.0048	verschleppst,verschleppte,verschlepptest,verschleppest,verschlepp,verschleppet,verschleppten,verschlepptet,verschleppe,verschleppt
verschleudern|VVINF	-0.0048	verschleuder,verschleudertet,verschleuderte,verschleuderst,verschleudert,verschleudertest,verschleuderten,verschleudere,verschleuderen
verschlingen|VVINF	-0.0048
verschmutzen|VVINF	-0.0048	verschmutzest,verschmutztet,verschmutztest,verschmutzet,verschmutzten,verschmutzte,verschmutz,verschmutzt,verschmutze
verschwenden|VVINF	-0.0494	verschwendtest,verschwend,verschwende,verschwendten,verschwendtet,verschwendeten,verschwendest,verschwendte,verschwendetest,verschwendete,verschwendet,verschwendetet
verschwenderisch|ADJX	-0.0048	verschwenderischst,verschwenderischste,verschwenderischeres,verschwenderische,verschwenderischen,verschwenderischem,verschwenderischer,verschwenderisches,verschwenderischstem,verschwenderischsten,verschwenderischster,verschwenderischstes,verschwenderischere,verschwenderischerer,verschwenderischeren,verschwenderischerem
verschwinden|VVINF	-0.3588
versenken|VVINF	-0.0048	versenk,versenkt,versenktet,versenkte,vergesenkt,versenket,versenkst,versenke,versenktest,versenkten,versenkest
versklaven|VVINF	-0.3142	versklavt,versklavtest,versklavten,versklave,versklavet,versklav,versklavtet,versklavst,versklavte,versklavest
versklavt|VVINF	-0.0048	versklavteres,versklavterer,versklavteste,versklavtesten,versklavteren,versklavtestem,versklavterem,versklavtestes,versklavte,versklavtester,versklavtere,versklavten,versklavtest,versklavtem,versklavtes,versklavter
verspielen|VVINF	-0.0048	verspiele,verspielt,verspieltet,verspielet,verspielst,verspieltest,verspielte,verspielten,verspielest,verspiel
verspätet|VVINF	-0.4819
verstimmen|VVINF	-0.0048	verstimmtet,verstimmet,verstimm,verstimmten,verstimme,verstimmst,verstimmt,verstimmte,verstimmtest,verstimmest
verstopfen|VVINF	-0.0048
verstoßen|VVINF	-0.3521
verstricken|VVINF	-0.0048	verstrick,verstrickst,verstrickte,verstrickt,verstricktet,verstricke,verstrickest,verstricket,verstricktest,verstrickten
vertreiben|VVINF	-0.3684
verurteilen|VVINF	-0.77	verurteilest,verurteiltet,verurteil,verurteile,verurteilten,verurteilet,verurteilt,verurteilte,verurteiltest,verurteilst
verwelken|VVINF	-0.0048
verwerflich|ADJX	-0.7418	verwerflichst,verwerflicheres,verwerflichem,verwerflicherer,verwerflichstem,verwerflichsten,verwerflichstes,verwerflichster,verwerfliche,verwerflichere,verwerflichste,verwerflichen,verwerflicherem,verwerflicheren,verwerflicher,verwerfliches
verwickeln|VVINF	-0.0048	verwickelten,verwickle,verwickeltest,verwickelen,verwickl,verwickeltet,verwickel,verwickelte,verwickelst,verwickele,verwickelt
verwirren|VVINF	-0.0474	verwirret,verwirre,verwirrtet,verwirrest,verwirrt,verwirr,verwirrst,verwirrten,verwirrte,verwirrtest
verworren|ADJX	-0.0048	verworrenstes,verworrenster,verworrenes,verworrener,verworrene,verworrenem,verworrenen,verworrenst,verworrnere,verworrenere,verworrnerem,verworrner,verworrenerer,verworrneren,verworreneres,verworrenste,verworrneres,verworrensten,verworrenerem,verworreneren,verworrnerer,verworrenstem
verwunden|VVINF	-0.3186	verwundetet,verwundtet,verwund,verwundest,verwundete,verwunde,verwundte,verwundetest,verwundten,verwundet,verwundeten,verwundtest
verwüsten|VVINF	-0.0048	verwüstest,verwüst,verwüstten,verwüstet,verwüste,verwüstt,verwüsttest,verwüstte,verwüstst,verwüsttet
verzerren|VVINF	-0.0048	verzerrte,verzerrten,verzerrst,verzerret,verzerr,verzerrtest,verzerre,verzerrest,verzerrt,verzerrtet
verzichten|VVINF	-0.0048
verzweifeln|VVINF	-0.0048	verzweifl,verzweifeltest,verzweifelte,verzweifeltet,verzweifelst,verzweifelen,verzweifle,verzweifelten,verzweifel,verzweifele,verzweifelt
verzweifelt|ADJX	-0.1947	verzweifeltstes,verzweifeltster,verzweifelterer,verzweifeltstem,verzweifeltsten,verzweifelteres,verzweifelteren,verzweifelterem,verzweifelte,verzweifeltere,verzweifeltes,verzweifelter,verzweifeltst,verzweifeltste,verzweifelten,verzweifeltem
verzwickt|ADJX	-0.0403	verzwicktestes,verzwicktester,verzwicktem,verzwicktere,verzwickten,verzwickte,verzwickteste,verzwicktest,verzwicktes,verzwickter,verzwicktestem,verzwicktesten,verzwickteres,verzwickterer,verzwickteren,verzwickterem
verzögern|VVINF	-0.3409	verzögertet,verzögert,verzögeren,verzögerte,verzögerten,vergezögert,verzögerst,verzögertest,verzöger,verzögere
verächtlich|ADJX	-0.3245	verächtlichere,verächtlichem,verächtlichen,verächtlichster,verächtlichstes,verächtlicheres,verächtlicher,verächtlicherer,verächtlichstem,verächtlichsten,verächtliches,verächtlichst,verächtlichste,verächtlicheren,verächtlicherem,verächtliche
verängstigt|VVINF	-0.056
verärgern|VVINF	-0.1825	verärgerte,verärgerst,verärgertest,verärgerten,verärger,verärgeren,verärgertet,verärgert,verärgere
volltrunken|ADJX	-0.0048	volltrunkenst,volltrunkenster,volltrunkenere,volltrunkenstes,volltrunkenem,volltrunkenen,volltrunkener,volltrunkenste,volltrunkene,volltrunkenes,volltrunkenstem,volltrunkensten,volltrunkeneren,volltrunkenerem,volltrunkeneres,volltrunkenerer
vorhersehbar|ADJX	-0.3414	vorhersehbarere,vorhersehbareres,vorhersehbarerer,vorhersehbarste,vorhersehbareren,vorhersehbares,vorhersehbarer,vorhersehbarerem,vorhersehbarst,vorhersehbaren,vorhersehbarem,vorhersehbarstes,vorhersehbarster,vorhersehbarsten,vorhersehbare,vorhersehbarstem
vorwerfen|VVINF	-0.3254
vorzeitig|ADJX	-0.3462	vorzeitigerem,vorzeitigere,vorzeitigeren,vorzeitigsten,vorzeitigen,vorzeitigerer,vorzeitigste,vorzeitigstem,vorzeitigem,vorzeitigster,vorzeitiges,vorzeitige,vorzeitiger,vorzeitigeres,vorzeitigstes,vorzeitigst
vulgär|ADJX	-0.3122	vulgärsten,vulgärst,vulgäre,vulgärstem,vulgärstes,vulgäreren,vulgärster,vulgärerem,vulgäreres,vulgärerer,vulgärste,vulgärere,vulgärem,vulgären,vulgärer,vulgäres
wackelig|ADJX	-0.0048	wackeligst,wackeligerer,wackeligste,wackeligeres,wackeligere,wackeligen,wackeliger,wackeliges,wackeligstes,wackeligster,wackeligsten,wackeligem,wackeligstem,wackeligeren,wackeligerem,wackelige
wackeln|VVINF	-0.0048	wackelst,wackel,wackeltest,wackele,wackelt,wackle,wackl,wackeltet,wackelten,gewackelt,wackelte,wackelen
wahnsinnig|ADJX	-0.0048	wahnsinnigen,wahnsinnigere,wahnsinnigem,wahnsinnigst,wahnsinnigerem,wahnsinnige,wahnsinnigeren,wahnsinnigster,wahnsinnigstes,wahnsinnigerer,wahnsinnigeres,wahnsinnigsten,wahnsinnigste,wahnsinnigstem,wahnsinniges,wahnsinniger
wankelmütig|ADJX	-0.0048	wankelmütigem,wankelmütigen,wankelmütigere,wankelmütige,wankelmütigst,wankelmütigstes,wankelmütigeren,wankelmütigerem,wankelmütigster,wankelmütigerer,wankelmütigeres,wankelmütigsten,wankelmütigstem,wankelmütiges,wankelmütiger,wankelmütigste
wegfallen|VVINF	-0.0048
weglassen|VVINF	-0.3362
wehklagend|ADJX	-0.0048
weinen|VVINF	-0.1651	weinst,weintet,weintest,weinte,weinet,weinest,weinten,geweint,weint,weine,wein
welken|VVINF	-0.0531	welkt,welket,gewelkt,welke,welk,welkest,welktest,welkst,welktet,welkte,welkten
wertlos|ADJX	-0.6264	wertlosest,wertlosesten,wertlosestem,wertlose,wertlosen,wertlosem,wertloses,wertloser,wertloserem,wertloseren,wertlosester,wertlosere,wertlosestes,wertloserer,wertloseste,wertloseres
wettbewerbswidrig|ADJX	-0.0048
wichtigtun|VVINF	-0.0048
widerlegen|VVINF	-0.3452	widerlegte,widerlegten,widergelegt,widerlegtest,widerlegst,widerlegest,widerleget,widerleg,widerlegt,widerlege,widerlegtet
widernatürlich|ADJX	-0.3064	widernatürlicher,widernatürlichere,widernatürlichen,widernatürlichst,widernatürlichem,widernatürlicherem,widernatürlichste,widernatürliches,widernatürlichstes,widernatürlicherer,widernatürlichster,widernatürlicheres,widernatürlicheren,widernatürliche,widernatürlichstem,widernatürlichsten
widerrufen|VVINF	-0.0048
widersinnig|ADJX	-0.3266	widersinnigste,widersinnigere,widersinnigen,widersinnigst,widersinnigem,widersinnigstem,widersinnigsten,widersinnigster,widersinniges,widersinniger,widersinnigstes,widersinnigeren,widersinnige,widersinnigerem,widersinnigerer,widersinnigeres
widerspenstig|ADJX	-0.1789	widerspenstigster,widerspenstigstes,widerspenstige,widerspenstiger,widerspenstiges,widerspenstigen,widerspenstigem,widerspenstigst,widerspenstigeres,widerspenstigerer,widerspenstigerem,widerspenstigsten,widerspenstigstem,widerspenstigeren,widerspenstigere,widerspenstigste
widersprechen|VVINF	-0.354
widersprüchlich|ADJX	-0.2043	widersprüchlicheres,widersprüchlichstes,widersprüchlichster,widersprüchlicher,widersprüchliches,widersprüchlichste,widersprüchlichsten,widersprüchlichem,widersprüchlichstem,widersprüchlichen,widersprüchlicheren,widersprüchlichst,widersprüchlicherem,widersprüchliche,widersprüchlicherer,widersprüchlichere
widerwärtig|ADJX	-0.0048	widerwärtigstes,widerwärtigster,widerwärtigerem,widerwärtigeren,widerwärtigstem,widerwärtigerer,widerwärtigsten,widerwärtigeres,widerwärtigem,widerwärtigen,widerwärtigst,widerwärtige,widerwärtigere,widerwärtigste,widerwärtiges,widerwärtiger
widrig|ADJX	-0.0048	widrigerer,widrigeres,widrigerem,widrigste,widrigeren,widrigen,widrigst,widrigstem,widrigem,widrigere,widriger,widrigsten,widrigstes,widrigster,widrige,widriges
willkürlich|ADJX	-0.3481	willkürlichster,willkürlichstes,willkürlichstem,willkürlichsten,willkürliches,willkürlicher,willkürlichem,willkürlichen,willkürlicherem,willkürlicheren,willkürlichst,willkürlichere,willkürlicheres,willkürlichste,willkürliche,willkürlicherer
wirkungslos|ADJX	-0.0048	wirkungslosere,wirkungslosesten,wirkungslosestem,wirkungsloseres,wirkungsloses,wirkungsloserer,wirkungslosest,wirkungsloser,wirkungslosem,wirkungslosen,wirkungslosester,wirkungsloseste,wirkungsloseren,wirkungslosestes,wirkungslose,wirkungsloserem
wirr|ADJX	-0.1841	wirrste,wirrstem,wirrsten,wirres,wirrerem,wirre,wirren,wirreres,wirrem,wirrere,wirrerer,wirrst,wirrstes,wirrster,wirrer,wirreren
wutentbrannt|ADJX	-0.3138	wutentbranntere,wutentbranntster,wutentbranntstes,wutentbranntstem,wutentbranntsten,wutentbrannteren,wutentbranntste,wutentbrannterem,wutentbranntst,wutentbrannte,wutentbrannteres,wutentbrannterer,wutentbrannten,wutentbranntem,wutentbrannter,wutentbranntes
wutschäumend|ADJX	-0.0048	wutschäumendem,wutschäumenden,wutschäumenderer,wutschäumenderes,wutschäumender,wutschäumendes,wutschäumendstes,wutschäumendste,wutschäumenderem,wutschäumenderen,wutschäumendstem,wutschäumendsten,wutschäumendst,wutschäumendster,wutschäumendere,wutschäumende
würgen|VVINF	-0.0048
wüten|VVINF	-0.0048	wütest,wüttet,wütet,gewütet,wüte,wüteten,wüt,wütetest,wütten,wütetet,wütte,wüttest,wütete
wütend|ADJX	-0.3233
zahlungsunfähig|ADJX	-0.0048
zappeln|VVINF	-0.0048	gezappelt,zappeltet,zappelst,zappelen,zappel,zappelte,zappelt,zappeltest,zappele,zappelten,zapple,zappl
zaudern|VVINF	-0.0048	zauderst,zauderte,zaudert,zaudertet,zaudere,zaudertest,zauderen,zauderten,zauder,gezaudert
zensieren|VVINF	-0.315	zensiertet,zensiere,zensiertest,zensierst,zensierte,zensierten,zensieret,zensierest,zensier,zensiert
zerbrechen|VVINF	-0.0522
zerfressen|VVINF	-0.0048
zerren|VVINF	-0.0048	zerrtet,zerrtest,zerret,zerrest,gezerrt,zerrten,zerrt,zerre,zerrst,zerrte,zerr
zerrissen|ADJX	-0.4776	zerrissenes,zerrissener,zerrissenst,zerrissenen,zerrissenster,zerrissenstes,zerrissenste,zerrissenerer,zerrissenstem,zerrissensten,zerrisseneres,zerrissenerem,zerrisseneren,zerrissenere,zerrissenem,zerrissene
zerschlagen|ADJX	-0.0048	zerschlagenere,zerschlagenerem,zerschlagenste,zerschlageneren,zerschlagenem,zerschlagenst,zerschlagenstem,zerschlagenen,zerschlagenerer,zerschlagensten,zerschlageneres,zerschlagener,zerschlagenstes,zerschlagenes,zerschlagenster,zerschlagene
zerschmettern|VVINF	-0.0048	zerschmettertest,zerschmetterten,zerschmetterst,zerschmettere,zerschmettert,zerschmetter,zerschmetteren,zerschmettertet,zerschmetterte
zerschunden|ADJX	-0.0048	zerschundnerem,zerschundene,zerschundeneres,zerschundenerer,zerschundneren,zerschundenstes,zerschundneres,zerschundenster,zerschundeneren,zerschundnerer,zerschundnere,zerschundenerem,zerschundner,zerschundenes,zerschundener,zerschundenste,zerschundenen,zerschundenere,zerschundenem,zerschundenst,zerschundenstem,zerschundensten
zersetzen|VVINF	-0.0048	zersetz,zersetzte,zersetztet,zersetzest,zersetzten,zersetztest,zersetzet,zersetze,zersetzt
zersetzend|ADJX	-0.0048
zerstreuen|VVINF	-0.0048
zerstören|VVINF	-0.5131	zerstöret,zerstörest,zerstörten,zerstörte,zerstörst,zerstörtest,zerstöre,zerstör,zerstört,zerstörtet
zerstörerisch|ADJX	-0.4715	zerstörerischsten,zerstörerischerer,zerstörerischstem,zerstörerischeres,zerstörerischstes,zerstörerischster,zerstörerische,zerstörerischem,zerstörerischere,zerstörerischen,zerstörerischst,zerstörerisches,zerstörerischerem,zerstörerischeren,zerstörerischer,zerstörerischste
zerstört|VVINF	-0.503
ziellos|ADJX	-0.3305	ziellose,ziellosest,zielloser,ziellosen,ziellosem,zielloseste,zielloserem,zielloses,zielloserer,zielloseres,zielloseren,ziellosester,ziellosestes,ziellosere,ziellosestem,ziellosesten
zittern|VVINF	-0.0048	zitteren,zitterte,zitterst,zitter,zitterten,zittertet,zittertest,zittert,zittere,gezittert
zornig|ADJX	-0.1853	zornigerer,zorniges,zorniger,zornigeres,zornige,zornigen,zornigem,zornigste,zornigeren,zornigerem,zornigst,zornigere,zornigsten,zornigstem,zornigster,zornigstes
zurückbleiben|VVINF	-0.1831
zurückgeben|VVINF	-0.0619
zurückgegeben|ADJX	-0.3502
zurückgehen|VVINF	-0.0048
zurückgeschickt|ADJX	-0.3377	zurückgeschicktste,zurückgeschickterem,zurückgeschicktstem,zurückgeschicktsten,zurückgeschickteren,zurückgeschicktster,zurückgeschicktstes,zurückgeschickte,zurückgeschicktere,zurückgeschickterer,zurückgeschickteres,zurückgeschickter,zurückgeschicktes,zurückgeschickten,zurückgeschicktst,zurückgeschicktem
