Abmachung|NN	0.0040	Abmachungen
unübertrefflich|ADJX	0.078	unübertrefflichstes,unübertrefflicheres,unübertrefflichem,unübertrefflichen,unübertrefflichster,unübertrefflicher,unübertrefflicheren,unübertrefflichstem,unübertrefflichsten,unübertrefflicherem,unübertreffliches,unübertrefflicherer,unübertreffliche,unübertrefflichere,unübertrefflichst,unübertrefflichste
unübertroffen|ADJX	0.0753	unübertroffensten,unübertroffener,unübertroffenstes,unübertroffenster,unübertroffenes,unübertroffenst,unübertroffenere,unübertroffenen,unübertroffenstem,unübertroffenem,unübertroffene,unübertroffenste,unübertroffenerer,unübertroffeneres,unübertroffeneren,unübertroffenerem
upgraden|VVINF	0.0040
verantwortlich|ADJX	0.0040	verantwortliche,verantwortlichere,verantwortlicheres,verantwortlicherer,verantwortlichst,verantwortlichster,verantwortlichstes,verantwortlicheren,verantwortliches,verantwortlicher,verantwortlicherem,verantwortlichsten,verantwortlichen,verantwortlichste,verantwortlichem,verantwortlichstem
verantwortungsbewußt|ADJX	0.0040	verantwortungsbewußtere,verantwortungsbewußte,verantwortungsbewußteres,verantwortungsbewußtst,verantwortungsbewußterer,verantwortungsbewußtsten,verantwortungsbewußtstem,verantwortungsbewußteren,verantwortungsbewußterem,verantwortungsbewußtster,verantwortungsbewußtste,verantwortungsbewußtem,verantwortungsbewußten,verantwortungsbewußtstes,verantwortungsbewußter,verantwortungsbewußtes
verantwortungsvoll|ADJX	0.0040	verantwortungsvollst,verantwortungsvollerem,verantwortungsvollste,verantwortungsvolleren,verantwortungsvolleres,verantwortungsvollerer,verantwortungsvoller,verantwortungsvolles,verantwortungsvollstes,verantwortungsvollster,verantwortungsvollere,verantwortungsvollsten,verantwortungsvollstem,verantwortungsvolle,verantwortungsvollen,verantwortungsvollem
verbessern|VVINF	0.0040
verbinden|VVINF	0.0040
verbindlich|ADJX	0.0040	verbindlichstes,verbindlichen,verbindlichster,verbindlichem,verbindlicher,verbindlichere,verbindlichste,verbindlichst,verbindliche,verbindlicherem,verbindlicheren,verbindliches,verbindlichstem,verbindlichsten,verbindlicherer,verbindlicheres
verblüffend|ADJX	0.0040	verblüffende,verblüffenden,verblüffendem,verblüffendster,verblüffendstes,verblüffendstem,verblüffendsten,verblüffendes,verblüffender,verblüffendere,verblüffenderer,verblüffenderes,verblüffenderen,verblüffenderem,verblüffendst,verblüffendste
verdienen|VVINF	0.0989	verdient,verdienten,verdientest,verdienest,verdienet,verdiene,verdiente,verdien,verdienst,verdientet
verdient|ADJX	0.3612	verdientster,verdientstes,verdientste,verdiente,verdienter,verdientes,verdienten,verdientem,verdientere,verdienterem,verdienteren,verdientst,verdientstem,verdientsten,verdienterer,verdienteres
veredeln|VVINF	0.0040	veredelen,veredelten,veredele,veredelst,veredle,veredelte,veredel,veredeltest,veredelt,veredl,veredeltet
verehren|VVINF	0.0040	verehre,verehr,verehrt,verehret,verehrest,verehrte,verehrst,verehrtet,verehrtest,verehrten
verehrt|ADJX	0.0040	verehrteste,verehrtere,verehrterem,verehrter,verehrtes,verehrteren,verehrtest,verehrtem,verehrten,verehrtestes,verehrterer,verehrtester,verehrteres,verehrte,verehrtestem,verehrtesten
vereidigen|VVINF	0.0040	vereidigte,vereidigten,vereidige,vereidig,vereidigt,vereidigst,vereidigest,vereidigtet,vereidigtest,vereidiget
vereinen|VVINF	0.0040	vereintet,vereinest,vereine,vereintest,vereinst,vereint,vereinte,vereinet,vereinten,verein
vereinfachen|VVINF	0.0040
vererben|VVINF	0.0040	vererbte,vererbest,vererbet,vererbtet,vererbt,vererbtest,vererbst,vererbe,vererbten,vererb
verfeinern|VVINF	0.0040
verführerisch|ADJX	0.0040	verführerischen,verführerischst,verführerisches,verführerischer,verführerischstem,verführerischsten,verführerische,verführerischster,verführerischstes,verführerischem,verführerischeren,verführerischerem,verführerischere,verführerischste,verführerischeres,verführerischerer
vergeben|VVINF	0.0040
vergnügen|VVINF	0.1838	vergnügtet,vergnügest,vergnüge,vergnügten,vergnüg,vergnügte,vergnüget,vergnügst,vergnügt,vergnügtest
vergolden|VVINF	0.0040	vergoldeten,vergoldest,vergolde,vergoldete,vergoldetest,vergoldet,vergoldtet,vergold,vergoldetet,vergoldten,vergoldte,vergoldtest
vergrößern|VVINF	0.0040	vergrößere,vergrößert,vergrößertest,vergrößer,vergrößerte,vergrößeren,vergrößertet,vergrößerst,vergrößerten
vergöttern|VVINF	0.0040	vergötter,vergöttertet,vergötterten,vergöttertest,vergötterst,vergötteren,vergötterte,vergöttert,vergöttere
vergöttert|ADJX	0.0040
verhandeln|VVINF	0.0040	verhandelt,verhandle,verhandeltest,verhandelten,verhandele,verhandel,verhandl,verhandeltet,verhandelst,verhandelen,verhandelte
verheißungsvoll|ADJX	0.0040	verheißungsvollere,verheißungsvolleren,verheißungsvollste,verheißungsvollstem,verheißungsvollster,verheißungsvollsten,verheißungsvollstes,verheißungsvollerem,verheißungsvollerer,verheißungsvolleres,verheißungsvollen,verheißungsvollem,verheißungsvoller,verheißungsvolles,verheißungsvolle,verheißungsvollst
veritabel|ADJX	0.0040	veritabelster,veritabelstes,veritabelsten,veritableres,veritable,veritabler,veritables,veritablen,veritablere,veritabelstem,veritablerer,veritablem,veritabelst,veritabelste,veritablerem,veritableren
verlockend|ADJX	0.0040
verlässlich|ADJX	0.0854
vermachen|VVINF	0.0040	vermachten,vermachst,vermachtest,vermachest,vermachtet,vermacht,vermache,vermachet,vermach,vermachte,vergemacht
vermehrt|ADJX	0.0040
vermitteln|VVINF	0.0699	vermittelte,vermittelst,vermittelen,vermittel,vermittelt,vermittle,vermittelten,vermittele,vermittl,vermitteltet,vermitteltest
vernünftig|ADJX	0.3436	vernünftigeren,vernünftigerem,vernünftigsten,vernünftigst,vernünftigstem,vernünftigster,vernünftigstes,vernünftigste,vernünftige,vernünftigeres,vernünftigem,vernünftigen,vernünftigere,vernünftiger,vernünftigerer,vernünftiges
verschlingen|VVINF	0.0040
verschönern|VVINF	0.0040	verschönere,verschönert,verschönertest,verschöner,verschönerten,verschönerst,verschönerte,verschöneren,verschönertet
versichern|VVINF	0.0040	versichertet,versicherst,versicherte,versichere,versichertest,versicheren,versichert,versicherten,versicher
versiert|ADJX	0.0040	versiertem,versierteres,versierten,versierterer,versierte,versierterem,versiertes,versierter,versierteren,versiertere,versierteste,versiertestem,versiertesten,versiertestes,versiertester,versiertest
verstehen|VVINF	0.0957
verständlich|ADJX	0.0978	verständliche,verständlicheres,verständlicherer,verständlichster,verständlichstes,verständlichsten,verständlichstem,verständlichste,verständlicher,verständlicheren,verständlichst,verständlichere,verständlicherem,verständliches,verständlichen,verständlichem
verstärken|VVINF	0.0040	verstärktest,verstärkt,verstärk,verstärkte,verstärke,verstärktet,verstärket,verstärkest,verstärkten,verstärkst
versöhnen|VVINF	0.0040	versöhnte,versöhnest,versöhn,versöhnst,versöhnten,versöhnt,versöhne,versöhnet,versöhntet,versöhntest
versöhnlich|ADJX	0.0040
verteidigen|VVINF	0.0040	verteidige,verteidigtest,verteidiget,verteidigst,verteidigt,verteidigtet,verteidigte,verteidig,verteidigest,verteidigten
vertrauenerweckend|ADJX	0.0040	vertrauenerweckenden,vertrauenerweckenderer,vertrauenerweckendem,vertrauenerweckenderes,vertrauenerweckende,vertrauenerweckender,vertrauenerweckendere,vertrauenerweckenderen,vertrauenerweckendes,vertrauenerweckendst,vertrauenerweckendste,vertrauenerweckendstem,vertrauenerweckendsten,vertrauenerweckendstes,vertrauenerweckendster,vertrauenerweckenderem
vertrauensvoll|ADJX	0.0040	vertrauensvollste,vertrauensvolleren,vertrauensvolles,vertrauensvollstem,vertrauensvoller,vertrauensvollerem,vertrauensvollster,vertrauensvollen,vertrauensvollstes,vertrauensvollem,vertrauensvollere,vertrauensvollsten,vertrauensvolle,vertrauensvolleres,vertrauensvollst,vertrauensvollerer
vertrauenswürdig|ADJX	0.0040	vertrauenswürdigeres,vertrauenswürdigerer,vertrauenswürdigeren,vertrauenswürdige,vertrauenswürdiges,vertrauenswürdiger,vertrauenswürdigen,vertrauenswürdigem,vertrauenswürdigsten,vertrauenswürdigste,vertrauenswürdigerem,vertrauenswürdigstem,vertrauenswürdigere,vertrauenswürdigstes,vertrauenswürdigst,vertrauenswürdigster
vertraulich|ADJX	0.0040
vertraut|ADJX	0.2266	vertraute,vertrautem,vertrautestem,vertrauter,vertrautes,vertrauten,vertrautest,vertrautestes,vertrauteste,vertrautester,vertrautere,vertrauteres,vertrauterer,vertrautesten,vertrauteren,vertrauterem
verwendbar|ADJX	0.0859	verwendbarsten,verwendbarstem,verwendbarster,verwendbarstes,verwendbares,verwendbarer,verwendbarere,verwendbarste,verwendbarerem,verwendbareren,verwendbarst,verwendbare,verwendbaren,verwendbareres,verwendbarem,verwendbarerer
verwirklichen|VVINF	0.0040
verwöhnen|VVINF	0.3571	verwöhnet,verwöhnest,verwöhnten,verwöhnt,verwöhntest,verwöhne,verwöhn,verwöhntet,verwöhnst,verwöhnte
verzeihen|VVINF	0.0040
verzückt|ADJX	0.0040	verzücktest,verzückter,verzückteren,verzückterem,verzücktes,verzückten,verzückteste,verzücktestem,verzücktere,verzücktesten,verzücktestes,verzücktester,verzücktem,verzückterer,verzückteres,verzückte
vielfältig|ADJX	0.0040	vielfältigste,vielfältigstem,vielfältigere,vielfältigsten,vielfältige,vielfältigstes,vielfältigster,vielfältigen,vielfältigem,vielfältigerem,vielfältigeren,vielfältigerer,vielfältigeres,vielfältiges,vielfältigst,vielfältiger
vielseitig|ADJX	0.0957	vielseitigstem,vielseitigsten,vielseitigem,vielseitigen,vielseitigst,vielseitigerer,vielseitigste,vielseitige,vielseitigeren,vielseitigerem,vielseitigeres,vielseitigster,vielseitiges,vielseitiger,vielseitigere,vielseitigstes
vielversprechend|ADJX	0.0849	vielversprechendsten,vielversprechendste,vielversprechendstem,vielversprechende,vielversprechendes,vielversprechender,vielversprechenderes,vielversprechendem,vielversprechenderer,vielversprechendstes,vielversprechenden,vielversprechendster,vielversprechenderen,vielversprechenderem,vielversprechendere,vielversprechendst
vital|ADJX	0.2122
vollkommen|ADJX	0.0945	vollkommenen,vollkommenem,vollkommenste,vollkommene,vollkommnere,vollkommeneren,vollkommenerem,vollkommenstem,vollkommensten,vollkommnerem,vollkommenere,vollkommneren,vollkommner,vollkommenster,vollkommenstes,vollkommenerer,vollkommeneres,vollkommenst,vollkommneres,vollkommenes,vollkommener,vollkommnerer
vollständig|ADJX	0.0040	vollständigeres,vollständigerer,vollständigerem,vollständigst,vollständige,vollständigeren,vollständigste,vollständigstem,vollständigem,vollständigen,vollständigster,vollständigstes,vollständiger,vollständigsten,vollständiges,vollständigere
voranbringen|VVINF	0.0040
vorankommen|VVINF	0.0040
vorantreiben|VVINF	0.0040
vorbehaltlos|ADJX	0.0040	vorbehaltlosere,vorbehaltlosester,vorbehaltlosestes,vorbehaltlosen,vorbehaltloser,vorbehaltloses,vorbehaltloseste,vorbehaltlosem,vorbehaltloserem,vorbehaltloseren,vorbehaltlosestem,vorbehaltlosesten,vorbehaltlose,vorbehaltloserer,vorbehaltloseres,vorbehaltlosest
vorbereiten|VVINF	0.1036	vorbereittet,vorbereitetest,vorbereitte,vorbereite,vorbereiteten,vorbereitest,vorbereitete,vorbereitten,vorbereittest,vorbereit,vorbereitetet,vorbereitet
vorbildlich|ADJX	0.3188	vorbildlichsten,vorbildlicher,vorbildlichste,vorbildlichstem,vorbildlichen,vorbildlichst,vorbildlichem,vorbildlichere,vorbildliche,vorbildlicherem,vorbildliches,vorbildlichster,vorbildlichstes,vorbildlicheren,vorbildlicheres,vorbildlicherer
vorsichtig|ADJX	0.2313	vorsichtigst,vorsichtigsten,vorsichtigstes,vorsichtigster,vorsichtige,vorsichtigste,vorsichtigstem,vorsichtigeren,vorsichtiges,vorsichtiger,vorsichtigerem,vorsichtigere,vorsichtigen,vorsichtigem,vorsichtigeres,vorsichtigerer
vorsorgen|VVINF	0.0878	vorsorgst,vorsorgte,vorsorgt,vorsorgtet,vorsorge,vorsorgtest,vorsorgten,vorsorg,vorgesorgt,vorsorget,vorsorgest
vorsorglich|ADJX	0.0040	vorsorgliche,vorsorglicherem,vorsorglicheren,vorsorglichste,vorsorglicheres,vorsorglicherer,vorsorglichster,vorsorglichstes,vorsorgliches,vorsorglicher,vorsorglichst,vorsorglichem,vorsorglichen,vorsorglichere,vorsorglichstem,vorsorglichsten
vorteilhaft|ADJX	0.0040	vorteilhaftestes,vorteilhafteste,vorteilhaftes,vorteilhafter,vorteilhafte,vorteilhaftest,vorteilhaftestem,vorteilhaftesten,vorteilhaften,vorteilhaftester,vorteilhaftem,vorteilhafteren,vorteilhafterem,vorteilhafteres,vorteilhafterer,vorteilhaftere
vorwärts|ADV	0.0961
vorzeigbar|ADJX	0.0040	vorzeigbare,vorzeigbarem,vorzeigbaren,vorzeigbarst,vorzeigbarste,vorzeigbarster,vorzeigbarere,vorzeigbarer,vorzeigbarstem,vorzeigbarsten,vorzeigbares,vorzeigbareres,vorzeigbarerer,vorzeigbarerem,vorzeigbarstes,vorzeigbareren
vorzüglich|ADJX	0.3223	vorzüglichen,vorzüglicheres,vorzüglichem,vorzüglicherer,vorzüglicher,vorzüglicheren,vorzüglicherem,vorzügliches,vorzüglichstem,vorzüglichste,vorzüglichster,vorzüglichere,vorzüglichstes,vorzüglichsten,vorzügliche,vorzüglichst
wachsam|ADJX	0.0891	wachsamst,wachsamsten,wachsameren,wachsamerem,wachsamstem,wachsamstes,wachsamster,wachsamen,wachsamem,wachsamer,wachsameres,wachsamerer,wachsamere,wachsames,wachsamste,wachsame
wachsen|VVINF	0.3607	wachstest,wachsest,wachsten,wachstet,gewachst,wachste,wachset,wachs,wachst,wachse
wachsend|ADJX	0.0040
wagen|VVINF	0.0040	wagten,wagst,wagest,wage,wagtet,gewagt,wag,wagtest,waget,wagte,wagt
wahr|ADJX	0.2176
wahren|VVINF	0.0040	wahrt,wahret,wahrten,wahre,wahrtet,wahrest,gewahrt,wahr,wahrtest,wahrst,wahrte
warm|ADJX	0.3796	wärmer,wärmerem,wärmste,wärmeren,warmem,warmen,wärmere,wärmstes,warmer,wärmster,warmes,wärmstem,wärmerer,wärmeres,wärmsten,warme,wärmst
warmherzig|ADJX	0.1921	warmherzigste,warmherzigeres,warmherziger,warmherzigerer,warmherziges,warmherzigem,warmherzigen,warmherzige,warmherzigerem,warmherzigeren,warmherzigst,warmherzigere,warmherzigstes,warmherzigster,warmherzigstem,warmherzigsten
wegweisend|ADJX	0.0040	wegweisenderer,wegweisenderes,wegweisendem,wegweisenden,wegweisenderen,wegweisendst,wegweisender,wegweisenderem,wegweisendes,wegweisendsten,wegweisendstem,wegweisendere,wegweisende,wegweisendste,wegweisendster,wegweisendstes
weich|ADJX	0.3591
weise|ADJX	0.2244	weiseste,weisestem,weiserem,weisesten,weiseren,weisest,weisester,weisestes,weisere,weises,weiser,weisem,weisen,weiseres,weiserer
weiterempfehlen|VVINF	0.2101
weitgehend|ADJX	0.0040	weitgehendst,weitgehenderem,weitgehenden,weitgehendem,weitgehender,weitgehendes,weitgehendste,weitgehendstes,weitgehendster,weitgehendere,weitgehende,weitgehenderes,weitgehendstem,weitgehenderer,weitgehenderen,weitgehendsten
weitläufig|ADJX	0.1966	weitläufigeren,weitläufigem,weitläufigen,weitläufigerem,weitläufigst,weitläufige,weitläufiges,weitläufiger,weitläufigster,weitläufigstes,weitläufigerer,weitläufigeres,weitläufigstem,weitläufigsten,weitläufigste,weitläufigere
weitreichend|ADJX	0.0040	weitreichendsten,weitreichendstem,weitreichendster,weitreichende,weitreichendste,weitreichenderem,weitreichenderen,weitreichendstes,weitreichendst,weitreichendes,weitreichender,weitreichenderes,weitreichendem,weitreichendere,weitreichenderer,weitreichenden
weiträumig|ADJX	0.0040	weiträumigster,weiträumiger,weiträumiges,weiträumigere,weiträumigstem,weiträumigsten,weiträumigem,weiträumigen,weiträumigst,weiträumige,weiträumigerem,weiträumigstes,weiträumigeren,weiträumigste,weiträumigerer,weiträumigeres
weitsichtig|ADJX	0.0040	weitsichtigstes,weitsichtigster,weitsichtige,weitsichtigere,weitsichtigsten,weitsichtigste,weitsichtigstem,weitsichtiges,weitsichtigeren,weitsichtigerem,weitsichtiger,weitsichtigem,weitsichtigen,weitsichtigst,weitsichtigerer,weitsichtigeres
weltberühmt|ADJX	0.0040	weltberühmtere,weltberühmtes,weltberühmtestes,weltberühmter,weltberühmtester,weltberühmtem,weltberühmten,weltberühmtestem,weltberühmtesten,weltberühmtest,weltberühmteste,weltberühmte,weltberühmteren,weltberühmterem,weltberühmteres,weltberühmterer
wertig|ADJX	0.0040
wertschätzen|VVINF	0.0040	wertschätzten,wertschätzet,wertschätzest,wertschätzt,wertschätze,wertgeschätzt,wertschätztet,wertschätzte,wertschätztest,wertschätz
wertvoll|ADJX	0.357	wertvollst,wertvolleres,wertvollerer,wertvollster,wertvollerem,wertvolleren,wertvollsten,wertvollstem,wertvolle,wertvollen,wertvollem,wertvoller,wertvollere,wertvollstes,wertvolles,wertvollste
wichtig|ADJX	0.3822	wichtigsten,wichtigstem,wichtigst,wichtigster,wichtige,wichtigstes,wichtiger,wichtiges,wichtigere,wichtigerem,wichtigem,wichtigeren,wichtigerer,wichtigen,wichtigeres,wichtigste
widerstandsfähig|ADJX	0.0877	widerstandsfähigstes,widerstandsfähigster,widerstandsfähigerer,widerstandsfähigeres,widerstandsfähiges,widerstandsfähigerem,widerstandsfähigeren,widerstandsfähiger,widerstandsfähigem,widerstandsfähigen,widerstandsfähigsten,widerstandsfähige,widerstandsfähigstem,widerstandsfähigere,widerstandsfähigst,widerstandsfähigste
wiederaufleben|VVINF	0.0040
wiederbeleben|VVINF	0.0040	wiederbelebtet,wiederbelebst,wiederbelebte,wiederbelebest,wiederbeleb,wiederbelebt,wiederbelebe,wiederbelebet,wiederbelebtest,wiederbelebten
wiedergewinnen|VVINF	0.0040
wiedergutmachen|VVINF	0.0040	wiedergutmachten,wiedergutmachte,wiedergutgemacht,wiedergutmachst,wiedergutmachet,wiedergutmach,wiedergutmachtest,wiedergutmacht,wiedergutmachtet,wiedergutmachest,wiedergutmache
wiederherstellen|VVINF	0.0040	wiederherstellest,wiederherstellet,wiederhergestellt,wiederherstellt,wiederherstelle,wiederherstellst,wiederherstell,wiederherstelltet,wiederherstellte,wiederherstellten,wiederherstelltest
wiederkehren|VVINF	0.0040	wiederkehrten,wiederkehret,wiederkehrst,wiederkehrte,wiederkehrtet,wiedergekehrt,wiederkehrest,wiederkehrtest,wiederkehrt,wiederkehre,wiederkehr
wiedervereinigen|VVINF	0.0040	wiedervereinigt,wiedervereinige,wiedervereinig,wiedervereinigst,wiedervereinigte,wiedervereinigten,wiedervereinigtest,wiedervereiniget,wiedervereinigtet,wiedervereinigest
willenstark|ADJX	0.0040
willkommen|ADJX	0.0040	willkommneren,willkommnere,willkommenstem,willkommnerem,willkommensten,willkommenstes,willkommenerer,willkommeneres,willkommenster,willkommenerem,willkommeneren,willkommenere,willkommene,willkommenen,willkommenes,willkommener,willkommner,willkommenste,willkommenst,willkommneres,willkommenem,willkommnerer
wirksam|ADJX	0.0040	wirksamstes,wirksamster,wirksamerem,wirksameren,wirksamen,wirksamerer,wirksamem,wirksameres,wirksamer,wirksamere,wirksamstem,wirksamsten,wirksames,wirksamst,wirksamste,wirksame
wirkungsvoll|ADJX	0.0040	wirkungsvollere,wirkungsvolle,wirkungsvolles,wirkungsvoller,wirkungsvollem,wirkungsvollste,wirkungsvollerem,wirkungsvollen,wirkungsvolleren,wirkungsvollsten,wirkungsvollerer,wirkungsvollstem,wirkungsvollster,wirkungsvolleres,wirkungsvollstes,wirkungsvollst
wirtschaftlich|ADJX	0.0040	wirtschaftlicherer,wirtschaftlichst,wirtschaftlicheren,wirtschaftlicherem,wirtschaftlicheres,wirtschaftlichstes,wirtschaftliche,wirtschaftlichster,wirtschaftlichere,wirtschaftliches,wirtschaftlicher,wirtschaftlichsten,wirtschaftlichem,wirtschaftlichstem,wirtschaftlichen,wirtschaftlichste
